,URL,TLD,PhishingScore
0,http://www.livroprossiga.com.br/modules/mod_poll/tmpl/pae.php,livroprossiga.com.br,1.0
1,http://rbaconsultoria.com.br/administrator/home/informativo-bradesco.com.br/identificacao-jsf/acesso/index.php,rbaconsultoria.com.br,1.0
2,http://momentsnoticerocks.com/easystreet/templates/beez_20/error/identificacao.jsf.php,momentsnoticerocks.com,0.9999918937683104
3,http://servicosreserve.hpw.com.br/Azul_LBR/Atend_ChekinAzul/Avance_paraoPortal/index.html,hpw.com.br,0.9999985694885254
4,http://www.naylorantiques.com/ufi%20pnref%20story/4yay8ic3/,naylorantiques.com,0.9999473094940186
5,http://www.naylorantiques.com/ufi%20pnref%20story/4yay8ic3,naylorantiques.com,0.9986831545829772
6,http://www.naylorantiques.com/Originator/office/document,naylorantiques.com,0.9991636276245116
7,http://www.naylorantiques.com/90458463/a/,naylorantiques.com,0.9999929666519164
8,http://miastozagadek.pl/media/system/css/acessodeseguranca/identificacao-jsf/acesso/?cli=Cliente&/WnpnGvOQqW/Du1rDK9qRx.php,miastozagadek.pl,1.0
9,http://www.naylorantiques.com/mp3/na%20ylor%20an,naylorantiques.com,0.28017643094062805
10,http://naylorantiques.com/produto/116107985/geladeira-refrigerador-consul-frost-free-bem-estar-com-horta-em-casa-437-litros-branco/,naylorantiques.com,0.9999725818634032
11,http://www.naylorantiques.com/CustomerWeb/pages/24,naylorantiques.com,0.9288530945777892
12,http://miastozagadek.pl/media/system/swf/acesso/,miastozagadek.pl,1.0
13,http://www.naylorantiques.com/identificacao.jsf/8,naylorantiques.com,0.979720652103424
14,http://www.naylorantiques.com/90458463/b,naylorantiques.com,0.9994577765464784
15,http://www.naylorantiques.com/90458463/b/,naylorantiques.com,0.9999796152114868
16,http://www.naylorantiques.com/charset=iso-8859-1/GrammarState/Paragraphs,naylorantiques.com,0.9450743198394777
17,http://www.naylorantiques.com/9gu00avb/sgf2rkro,naylorantiques.com,0.9999929666519164
18,http://www.naylorantiques.com/identificacao.jsf/8,naylorantiques.com,0.979720652103424
19,http://www.naylorantiques.com/ufhefcnvjtowzmgdbhsywkkiv/KCTGZYSHYDVFVNN,naylorantiques.com,0.9998470544815063
20,http://www.naylorantiques.com/ufhefcnvjtowzmgdbhsywkkiv/KCTGZYSHYDVFVNN/,naylorantiques.com,0.9999884366989136
21,http://www.naylorantiques.com/includes/MM_swapImage/Appraisals_off/length/23516,naylorantiques.com,0.9982434511184692
22,http://www.naylorantiques.com/rikbgku54brk8m57m5v47o1vb5whtpk5c2n/w670xjd6c9ecl0c904d2grx8id10s4lxqeh/e0egsl2rawrh5oep1yyzaioapq53s9j49yf,naylorantiques.com,0.9995006322860718
23,http://www.naylorantiques.com/euWIWYTbuFyUmmj/opGJvHhmPmNuTgQ,naylorantiques.com,0.967829704284668
24,http://www.naylorantiques.com/mobile/iphone/647,naylorantiques.com,0.992757260799408
25,http://www.naylorantiques.com/mobile/iphone/647,naylorantiques.com,0.992757260799408
26,http://naylorantiques.com/Eletronicos/TV-LED/440749-TV-LG-SMART-FULL-HD,naylorantiques.com,0.9984872341156006
27,http://www.naylorantiques.com/Originator/office/document/,naylorantiques.com,0.99990713596344
28,http://naylorantiques.com/tryy2ilr/s8yay5do,naylorantiques.com,0.999947190284729
29,http://naylorantiques.com/Originator/office/document,naylorantiques.com,0.9999682903289796
30,http://naylorantiques.com/mp3/Autentico%20yo%20Mundo%20Diferente/Autentico%20yo%20Mundo%20Diferente/1ak64s49qy8nyxh,naylorantiques.com,0.9998786449432372
31,http://naylorantiques.com/Sukhwani%20Pacific/045,naylorantiques.com,0.9342599511146544
32,http://naylorantiques.com/tryy2ilr/filrf897,naylorantiques.com,0.9994164705276488
33,http://vrjeans.com/components/com_content/views/category/ib2.bradesco.com.br/,vrjeans.com,0.999992609024048
34,http://vrjeans.com/components/com_content/views/category/ib2.bradesco.com.br/identificacao-jsf/acesso/index.php,vrjeans.com,1.0
35,http://vrjeans.com/components/com_content/views/category/ib2.bradesco.com.br/S8DFSU9SDFU9.html,vrjeans.com,0.9999983310699464
36,http://miastozagadek.pl/templates/beez5/KSP/index.html,miastozagadek.pl,0.9999985694885254
37,http://www.naylorantiques.com/2,naylorantiques.com,0.9701733589172364
38,http://www.naylorantiques.com/-=-/DL6MEL76VX6G4BJ7E8V3C4J390I6T3VBE2Y/RXJK26VZC61EGKO3D6NKNRD7HVD2956WQGU,naylorantiques.com,1.0
39,http://www.naylorantiques.com/Q81OQ423-G1EOWQV1-37ZJPNDX,naylorantiques.com,0.999790370464325
40,http://www.naylorantiques.com/docs/Auto/Atendimento/5BBROPI6S3,naylorantiques.com,0.995693027973175
41,http://www.naylorantiques.com/charset=iso-8859-1/GrammarState/Paragraphs/,naylorantiques.com,0.9967472553253174
42,http://naylorantiques.com/mp3/na%20ylor%20an,naylorantiques.com,0.9214317798614502
43,http://naylorantiques.com/m-ox_eq6mp-g,naylorantiques.com,0.9995669722557068
44,http://naylorantiques.com/mp3/na%20ylor%20an/,naylorantiques.com,0.990680992603302
45,http://www.naylorantiques.com/mp3/na%20ylor%20an/,naylorantiques.com,0.6119433641433716
46,http://naylorantiques.com/JavaScript/charset=iso-8859-1/http-equiv/margin-bottom,naylorantiques.com,0.8962699174880981
47,http://palmat.co.il/images/lightbox/Doc/document.php,palmat.co.il,1.0
48,http://naylorantiques.com/Retrieving/72.167.232.186,naylorantiques.com,0.999839186668396
49,http://www.naylorantiques.com/14a17b17d505d101/7,naylorantiques.com,0.999935269355774
50,http://naylorantiques.com/content/centrais/fone_facil,naylorantiques.com,0.9999837875366212
51,http://www.naylorantiques.com/docs/14a386c822979c94/,naylorantiques.com,0.9999990463256836
52,http://naylorantiques.com/KKK,naylorantiques.com,0.9999992847442628
53,http://www.naylorantiques.com/lsdmx,naylorantiques.com,0.9996936321258544
