,URL,PhishingScore
0,http://www.naylorantiques.com/home/HSBC,0.9994970560073853
1,http://www.naylorantiques.com/Rdi2tpnaylorantiques.com/odevacaguint/clhasp,0.9941909313201904
2,http://www.naylorantiques.com/identificacao.jsf/28,0.908720850944519
3,http://www.netshelldemos.com/docs/canais_aendimento/635-8292/bralor/2/2,0.0016844108467921615
4,http://www.netshelldemos.com/centr/lo-coAcom/SDOC%222077.13.com/vome/bradescop,0.9978174567222595
5,http://www.netshelldemos.com/margin-bottom,0.0215957872569561
6,http://www.netshelldemos.com/paintistesi/,0.9209443926811218
7,http://www.naylorantiques.com/naylorantiques.com/A39il%2SNIJ6Sen=is0l7739M733.ckm_VDDCgCAUzcom/intplaylorantiques.com/docs/canais_atendimento/111,0.9999469518661499
8,http://www.netshelldemos.com/painiisa7,0.36142784357070923
9,http://www.naylorantiques.com/ouWhrandimento/16-1853.com/bome/bradescop,0.9957915544509888
10,http://www.netshelldemos.com/centr/moucopcomebDontes-8ce,0.07038077712059021
11,http://www.netshelldemos.com/do-spcofar/04,0.0023418318014591932
12,http://www.naylorantiques.com/_zb5/editor_popup/29,0.998217761516571
13,http://www.netshelldemos.com/paintis0,0.4319421947002411
14,http://www.naylorantiques.com/centr/l-u-omectandimento/1158,0.007004103623330593
15,http://www.naylorantiques.com/are/difecatam/,0.9892919063568115
16,http://www.naylorantiques.com/Sukhwani%20Pacific/045,0.49625346064567566
17,http://www.naylorantiques.com/article_separator/components/com_content/views,0.9972355365753174
18,http://www.naylorantiques.com/dobar/imento/A351L53.com/home/bradesco,0.9972133636474609
19,http://www.waldronfamilygppractice.co.uk/docs/canais_atendimento/11192,0.007644228171557188
20,http://www.naylorantiques.com/35900,0.9976031184196472
21,http://www.netshelldemos.com/ouWYYpNNT,0.9699348211288452
22,http://www.naylorantiques.com/vactacararides-fDnci&e/2800063.com/home/bradedivarara-vize/2,0.0082875806838274
23,http://www.naylorantiques.com/docs/canais_atendimento/631dico.com/2,0.9740869998931885
24,http://www.naylorantiques.com/ultrabook-2-em-1-lenovo-flex-14-intel-core-i7-8gb-500gb-windows-8-led-14-touch-placa-de-video-2gb/p/0822380/O7RLECYQDR.html,0.04801461100578308
25,http://www.naylorantiques.com/docs/canai_arennisento/111,0.9947680830955505
26,http://www.naylorantiques.com/partisonto/menu-opcoes-fone-facil/3,0.9669656753540039
27,http://www.naylorantiques.com/pardibinait/atendimento/631,0.3348850905895233
28,http://www.naylorantiques.com/gamesite/upload/cic/cddb8d6dc22d83cc9c6661068819aad4,0.9985377192497253
29,http://www.netshelldemos.com/lars/chtppwww.naylorantiques.com/pa%rintiso-8859-1/GGmmibo/,0.9992995858192444
30,http://www.netshelldemos.com/home/portalbb1/,0.9993003010749817
31,http://www.naylorantiques.com/identificacao.jsf/20cles.com-centrA3-ttpnaylorantiques.com/A33w.w2000aDTi_aedimento/1,0.9571912288665771
